booking_id,check_in,nights,lead_time_days,adults,children,country,room_type,market_segment,adr_eur,is_cancelled,revenue_eur
1356,2026-02-12,13,52,2,0,France,Family,OTA,200.54,0,2607.02
1357,2025-02-01,4,142,3,1,France,Standard,Corporate,90.77,1,0.0
1358,2025-12-29,12,3,4,2,Spain,Standard,Corporate,48.11,0,577.32
1359,2025-09-10,14,10,2,0,Greece,Standard,Corporate,45.0,0,630.0
1360,2025-08-24,6,139,3,0,Turkey,Suite,OTA,279.99,0,1679.94
1361,2025-12-05,14,58,2,0,Spain,Standard,Direct,84.14,0,1177.96
1362,2026-02-10,8,121,3,0,Italy,Family,Travel Agency,140.45,0,1123.6
1363,2025-06-26,5,65,2,0,Turkey,Deluxe,Corporate,137.91,0,689.55
1364,2025-02-24,14,136,2,2,UAE,Standard,Corporate,101.04,0,1414.56
1365,2025-08-11,8,180,3,0,Spain,Deluxe,OTA,144.32,0,1154.56
1366,2025-05-07,3,137,2,2,Turkey,Suite,Corporate,236.46,0,709.38
1367,2026-03-12,10,135,3,0,Spain,Deluxe,Travel Agency,165.94,0,1659.4
1368,2026-05-08,10,179,2,1,Italy,Deluxe,Corporate,156.47,0,1564.7
1369,2025-05-21,5,96,2,0,Italy,Suite,Corporate,252.61,0,1263.05
1370,2025-09-16,3,68,2,0,Greece,Suite,Corporate,255.66,0,766.98
1371,2025-06-16,9,60,2,2,Italy,Superior,Direct,91.35,0,822.15
1372,2026-05-27,1,100,2,2,Greece,Superior,Direct,93.46,0,93.46
1373,2025-08-06,3,37,1,0,Italy,Standard,OTA,58.59,0,175.77
1374,2025-08-24,3,0,1,0,Egypt,Family,Corporate,159.71,0,479.13
1375,2026-01-24,2,11,1,2,Portugal,Family,Direct,170.52,0,341.04
1376,2025-01-12,9,21,2,0,UAE,Family,Direct,172.25,0,1550.25
1377,2025-10-23,1,60,3,0,UAE,Superior,Direct,142.89,0,142.89
1378,2026-06-07,13,12,2,0,Egypt,Suite,OTA,245.26,0,3188.38
1379,2025-07-19,6,79,2,2,UAE,Standard,Direct,75.99,1,0.0
1380,2025-01-04,4,4,2,1,France,Standard,Travel Agency,142.52,0,570.08
1381,2025-10-13,6,150,2,1,Italy,Deluxe,Direct,123.61,0,741.66
1382,2025-02-17,7,110,4,1,Egypt,Deluxe,Direct,141.16,0,988.12
1383,2025-03-17,1,165,2,0,Turkey,Standard,Direct,122.23,0,122.23
1384,2025-08-19,5,0,2,2,UAE,Standard,Corporate,121.75,0,608.75
1385,2025-10-03,13,158,2,0,Spain,Deluxe,OTA,140.87,0,1831.31
1386,2026-03-17,7,140,2,0,France,Family,Corporate,133.22,0,932.54
1387,2025-06-13,7,155,2,0,Greece,Suite,Corporate,227.7,0,1593.9
1388,2026-06-17,11,144,1,1,Portugal,Suite,Direct,273.2,0,3005.2
1389,2026-01-08,1,94,3,1,France,Deluxe,Corporate,145.68,0,145.68
1390,2025-03-21,10,116,2,0,Greece,Superior,Direct,125.97,1,0.0
1391,2025-03-31,3,110,4,0,Portugal,Suite,OTA,238.41,0,715.23
1392,2026-01-25,1,77,1,2,Spain,Suite,Travel Agency,203.73,0,203.73
1393,2025-05-23,2,118,2,0,UAE,Standard,Corporate,79.27,0,158.54
1394,2026-05-14,8,74,4,0,France,Family,Travel Agency,194.38,1,0.0
1395,2026-01-30,10,47,1,0,France,Deluxe,Direct,134.39,0,1343.9
1396,2026-02-17,3,111,2,0,France,Superior,Corporate,128.67,0,386.01
1397,2025-12-09,9,150,1,1,Spain,Deluxe,Travel Agency,150.79,0,1357.11
1398,2025-09-30,3,26,3,0,Turkey,Deluxe,Corporate,167.25,0,501.75
1399,2025-02-16,6,111,3,0,Spain,Suite,OTA,246.83,1,0.0
1400,2025-05-10,14,93,2,0,Spain,Standard,Direct,55.04,0,770.56
1401,2026-02-13,4,180,2,1,Turkey,Standard,Corporate,71.4,0,285.6
1402,2025-06-25,4,34,2,1,France,Suite,OTA,230.64,0,922.56
1403,2025-12-02,12,71,1,0,Italy,Family,OTA,158.3,0,1899.6
1404,2025-06-14,12,67,4,1,Greece,Standard,OTA,84.83,1,0.0
1405,2026-03-06,2,99,3,0,Spain,Family,Direct,222.51,0,445.02
1406,2025-03-02,13,89,3,0,Italy,Standard,Travel Agency,105.58,0,1372.54
1407,2025-01-02,10,45,2,0,Italy,Deluxe,OTA,179.19,0,1791.9
1408,2026-03-14,2,11,4,0,Greece,Family,Direct,156.9,0,313.8
1409,2025-05-20,4,11,1,1,Italy,Family,Travel Agency,204.65,0,818.6
1410,2025-01-16,1,123,2,0,Turkey,Suite,Travel Agency,278.51,1,0.0
1411,2025-10-28,4,165,2,2,Portugal,Family,OTA,156.15,0,624.6
1412,2026-02-27,6,33,3,0,Turkey,Family,Direct,184.57,0,1107.42
1413,2026-02-28,14,22,3,2,France,Family,OTA,185.24,1,0.0
1414,2025-11-15,13,137,1,0,Italy,Standard,Travel Agency,73.08,0,950.04
1415,2025-12-07,1,39,2,2,Egypt,Superior,OTA,112.83,0,112.83
1416,2025-03-12,8,75,2,0,Portugal,Deluxe,OTA,161.47,1,0.0
1417,2025-12-12,14,38,2,2,Spain,Family,Travel Agency,169.65,0,2375.1
1418,2026-03-22,1,109,2,0,Greece,Deluxe,Travel Agency,174.26,0,174.26
1419,2026-05-31,4,140,2,0,UAE,Superior,Corporate,78.23,0,312.92
1420,2025-11-02,7,35,3,0,UAE,Deluxe,Direct,140.54,0,983.78
1421,2026-04-02,14,113,2,0,Egypt,Deluxe,Corporate,166.49,0,2330.86
1422,2025-12-10,6,20,2,1,France,Superior,OTA,154.16,1,0.0
1423,2025-01-10,10,8,3,0,UAE,Standard,Direct,105.97,0,1059.7
1424,2026-05-21,11,179,2,0,Italy,Superior,Direct,112.33,0,1235.63
1425,2025-03-27,2,118,3,1,Italy,Suite,Direct,235.79,0,471.58
1426,2025-05-26,6,75,4,1,Egypt,Standard,OTA,71.85,0,431.1
1427,2025-06-22,11,6,2,2,UAE,Superior,Travel Agency,101.99,0,1121.89
1428,2025-10-02,12,21,4,0,Spain,Standard,OTA,45.0,1,0.0
1429,2025-07-06,8,80,3,0,Spain,Standard,OTA,122.9,0,983.2
1430,2026-03-04,13,179,1,0,UAE,Standard,Travel Agency,77.56,0,1008.28
1431,2025-08-08,14,46,2,2,Turkey,Family,Travel Agency,154.73,0,2166.22
1432,2025-02-02,8,72,1,1,Italy,Family,OTA,184.17,1,0.0
1433,2025-05-13,8,152,3,0,UAE,Suite,Travel Agency,221.49,0,1771.92
1434,2025-01-29,4,170,1,0,Spain,Family,Travel Agency,196.62,0,786.48
1435,2025-08-10,5,3,2,2,Italy,Standard,Travel Agency,60.44,0,302.2
1436,2025-12-23,3,8,2,1,Spain,Suite,Travel Agency,257.68,0,773.04
1437,2025-03-07,2,138,2,2,Italy,Superior,Travel Agency,101.51,0,203.02
1438,2025-06-28,9,91,2,0,UAE,Suite,Travel Agency,245.79,0,2212.11
1439,2025-05-31,1,92,2,0,Spain,Standard,Corporate,99.66,0,99.66
1440,2026-05-14,10,147,1,0,Egypt,Suite,Corporate,226.01,0,2260.1
1441,2025-03-02,2,139,2,1,Portugal,Deluxe,Direct,169.01,0,338.02
1442,2025-09-05,8,128,2,0,Greece,Superior,Travel Agency,66.43,0,531.44
1443,2025-11-11,10,178,2,0,Spain,Standard,Corporate,116.19,0,1161.9
1444,2026-05-18,8,96,2,0,UAE,Standard,OTA,103.47,1,0.0
1445,2025-06-14,11,89,1,0,Portugal,Superior,Corporate,106.73,0,1174.03
1446,2025-11-17,5,33,2,0,Turkey,Standard,Corporate,108.21,0,541.05
1447,2025-09-18,3,149,1,0,France,Superior,OTA,135.26,0,405.78
1448,2025-11-12,6,24,1,0,Spain,Suite,Direct,238.89,0,1433.34
1449,2026-03-08,14,173,1,0,Greece,Standard,Corporate,78.63,0,1100.82
1450,2026-06-07,5,62,1,0,Italy,Standard,Corporate,56.94,0,284.7
1451,2026-02-07,8,56,2,2,Spain,Deluxe,Travel Agency,150.18,0,1201.44
1452,2026-04-13,6,144,3,2,Portugal,Deluxe,OTA,113.04,0,678.24
1453,2025-03-31,3,151,4,2,Egypt,Deluxe,OTA,167.35,0,502.05
1454,2026-02-09,1,59,2,1,France,Standard,OTA,97.91,0,97.91
1455,2026-04-14,6,90,3,0,Italy,Deluxe,Corporate,106.74,0,640.44
1456,2026-04-20,1,177,3,0,Spain,Family,Direct,208.35,0,208.35
1457,2025-04-04,13,88,2,0,Spain,Superior,OTA,93.97,0,1221.61
1458,2026-03-18,12,43,1,2,France,Standard,Travel Agency,150.61,0,1807.32
1459,2026-06-22,13,31,3,2,Portugal,Standard,Travel Agency,84.49,0,1098.37
1460,2025-04-07,7,27,1,2,Egypt,Superior,Travel Agency,143.63,0,1005.41
1461,2025-12-07,9,140,1,2,UAE,Suite,Corporate,216.22,0,1945.98
1462,2026-04-27,3,180,4,0,Egypt,Suite,Direct,231.45,1,0.0
1463,2025-02-21,13,86,2,1,Greece,Standard,Corporate,65.9,0,856.7
1464,2025-06-08,9,148,2,0,Turkey,Deluxe,Travel Agency,112.65,0,1013.85
1465,2025-02-24,11,24,3,0,France,Family,OTA,143.3,0,1576.3
1466,2025-01-02,1,45,3,0,Turkey,Suite,OTA,235.79,0,235.79
1467,2025-08-23,3,169,2,0,Turkey,Standard,Travel Agency,88.29,0,264.87
1468,2025-10-13,8,71,4,0,France,Suite,Direct,213.82,0,1710.56
1469,2025-03-09,7,92,3,2,Greece,Standard,OTA,70.0,0,490.0
1470,2025-01-14,3,9,4,0,Spain,Deluxe,OTA,131.37,0,394.11
1471,2025-08-13,14,33,2,1,Portugal,Deluxe,OTA,147.38,1,0.0
1472,2025-04-16,4,95,4,0,Spain,Superior,Direct,125.32,0,501.28
1473,2026-03-04,6,12,2,0,Egypt,Superior,Direct,111.46,0,668.76
1474,2025-02-28,6,152,2,1,Portugal,Family,Travel Agency,159.9,0,959.4
1475,2026-02-12,10,24,3,2,Greece,Superior,Direct,134.34,0,1343.4
1476,2025-01-24,11,41,3,0,Egypt,Standard,Corporate,87.47,0,962.17
1477,2025-11-02,7,155,1,0,Greece,Standard,Direct,82.18,0,575.26
1478,2025-09-27,4,138,2,0,Egypt,Family,OTA,149.1,1,0.0
1479,2025-06-04,10,20,2,0,Egypt,Family,Direct,196.42,0,1964.2
1480,2026-05-29,1,93,2,2,UAE,Family,Corporate,184.95,0,184.95
1481,2026-04-17,13,10,2,0,Egypt,Superior,Direct,121.26,0,1576.38
1482,2026-06-09,13,100,2,0,Spain,Deluxe,Travel Agency,143.46,0,1864.98
1483,2025-09-18,5,167,1,1,Egypt,Family,OTA,164.15,0,820.75
1484,2025-11-10,10,48,4,0,Egypt,Deluxe,Direct,193.05,0,1930.5
1485,2025-11-06,11,154,2,0,Portugal,Superior,OTA,98.8,0,1086.8
1486,2025-06-22,7,34,2,0,Italy,Deluxe,OTA,119.63,0,837.41
1487,2025-09-19,4,105,4,0,UAE,Suite,Travel Agency,243.4,0,973.6
1488,2025-09-30,11,38,1,2,Spain,Suite,Corporate,238.69,1,0.0
1489,2025-04-11,12,159,2,0,Greece,Deluxe,Direct,175.57,0,2106.84
1490,2026-01-25,5,56,2,2,UAE,Superior,OTA,105.24,1,0.0
1491,2025-10-16,8,47,2,0,UAE,Suite,OTA,254.48,0,2035.84
1492,2025-08-19,4,66,2,0,Greece,Standard,Direct,115.3,1,0.0
1493,2026-01-10,14,171,3,1,Egypt,Standard,Travel Agency,88.46,0,1238.44
1494,2025-10-01,6,119,4,1,Turkey,Family,Travel Agency,150.19,0,901.14
1495,2026-04-10,7,150,4,0,UAE,Superior,Travel Agency,65.77,0,460.39
1496,2025-09-03,7,94,3,1,Turkey,Family,Corporate,184.17,0,1289.19
1497,2026-05-30,7,16,2,0,Turkey,Superior,Direct,100.4,1,0.0
1498,2025-07-01,6,73,2,0,Spain,Suite,Travel Agency,245.06,0,1470.36
1499,2025-11-10,9,22,2,0,Egypt,Suite,OTA,238.87,0,2149.83
1500,2025-11-27,13,95,3,1,Egypt,Deluxe,Corporate,119.17,0,1549.21
1501,2025-07-06,2,61,1,1,Turkey,Superior,OTA,105.11,0,210.22
1502,2026-01-12,13,150,1,0,France,Family,Direct,148.94,0,1936.22
1503,2025-10-20,1,170,2,2,Greece,Superior,OTA,97.03,0,97.03
1504,2026-03-02,14,29,2,0,Turkey,Superior,Direct,131.33,1,0.0
1505,2026-04-09,10,105,2,1,Greece,Standard,Direct,80.74,0,807.4
1506,2025-01-31,9,165,4,0,Portugal,Suite,Travel Agency,252.92,0,2276.28
1507,2025-06-21,3,30,1,0,Portugal,Standard,Travel Agency,82.68,0,248.04
1508,2025-11-22,3,53,2,0,France,Family,Corporate,167.03,0,501.09
1509,2025-09-23,5,174,4,1,Spain,Standard,Corporate,85.13,0,425.65
1510,2025-07-18,11,41,4,0,Egypt,Deluxe,OTA,109.42,0,1203.62
1511,2025-08-16,8,118,2,0,Egypt,Family,Travel Agency,192.44,0,1539.52
1512,2026-02-21,4,49,2,0,Italy,Deluxe,Direct,129.1,0,516.4
1513,2025-02-17,13,161,4,0,France,Family,Direct,186.3,0,2421.9
1514,2025-01-26,6,83,4,2,Spain,Standard,Direct,71.1,0,426.6
1515,2025-06-05,8,174,2,0,Italy,Deluxe,OTA,119.19,1,0.0
1516,2025-11-24,8,169,2,0,Egypt,Standard,Travel Agency,62.89,0,503.12
1517,2025-08-21,10,177,1,0,Egypt,Suite,Direct,251.43,0,2514.3
1518,2026-05-22,3,8,2,0,Greece,Family,Travel Agency,227.46,0,682.38
1519,2025-12-26,12,39,3,1,France,Standard,OTA,77.33,0,927.96
1520,2026-05-12,13,63,2,0,UAE,Suite,Travel Agency,288.56,0,3751.28
1521,2025-08-07,4,37,2,0,Portugal,Superior,OTA,69.36,0,277.44
1522,2026-06-19,10,155,2,0,Turkey,Deluxe,Corporate,87.34,0,873.4
1523,2025-08-16,13,90,2,0,Greece,Family,Corporate,167.88,0,2182.44
1524,2025-03-31,9,89,1,1,Egypt,Standard,Direct,77.35,0,696.15
1525,2026-04-16,1,130,2,1,Portugal,Standard,OTA,92.75,0,92.75
1526,2025-07-24,7,9,1,0,Portugal,Standard,OTA,63.77,0,446.39
1527,2026-02-10,2,90,4,2,Greece,Suite,OTA,247.38,0,494.76
1528,2025-04-02,14,126,4,1,Turkey,Suite,Travel Agency,234.04,0,3276.56
1529,2026-02-17,8,51,2,1,Turkey,Superior,OTA,139.43,0,1115.44
1530,2025-08-03,4,176,2,0,France,Suite,Direct,243.42,0,973.68
1531,2025-04-19,13,155,2,0,France,Deluxe,OTA,217.58,1,0.0
1532,2025-07-08,3,90,2,0,Egypt,Superior,Travel Agency,104.23,0,312.69
1533,2025-08-05,6,167,1,1,Greece,Family,OTA,202.58,1,0.0
1534,2025-03-10,14,165,1,2,Spain,Deluxe,Corporate,186.05,0,2604.7
1535,2026-05-19,5,26,2,0,Portugal,Deluxe,OTA,89.12,0,445.6
1536,2025-11-09,13,31,4,2,UAE,Superior,Direct,127.1,1,0.0
1537,2025-03-15,4,98,2,1,Spain,Suite,Travel Agency,208.75,0,835.0
1538,2026-02-13,4,146,4,1,UAE,Family,Direct,168.37,0,673.48
1539,2025-11-18,12,70,2,0,UAE,Deluxe,Travel Agency,122.13,1,0.0
1540,2025-03-16,13,44,4,0,UAE,Standard,Corporate,109.92,0,1428.96
1541,2025-10-02,2,19,3,0,UAE,Family,Travel Agency,160.08,0,320.16
1542,2025-01-18,10,171,1,2,Egypt,Suite,OTA,198.14,1,0.0
1543,2025-11-25,8,140,2,0,France,Standard,Corporate,84.01,0,672.08
1544,2025-01-01,13,35,1,0,France,Family,OTA,209.05,1,0.0
1545,2025-01-16,2,159,4,1,Italy,Superior,Direct,82.42,1,0.0
1546,2025-06-03,5,18,2,2,Greece,Family,Corporate,195.51,0,977.55
1547,2026-04-19,9,145,4,1,Egypt,Standard,Corporate,45.0,0,405.0
1548,2025-08-09,2,42,2,1,Portugal,Superior,Direct,146.11,0,292.22
1549,2025-07-09,3,112,4,1,Spain,Family,Travel Agency,183.96,0,551.88
1550,2026-06-28,9,159,2,2,Egypt,Deluxe,OTA,120.09,0,1080.81
1551,2025-08-01,11,175,3,0,Greece,Standard,Direct,98.02,0,1078.22
1552,2026-01-27,6,79,2,0,UAE,Superior,OTA,96.37,0,578.22
1553,2025-05-08,3,11,2,0,Italy,Deluxe,Direct,126.96,1,0.0
1554,2025-12-24,8,96,2,0,Portugal,Deluxe,Corporate,135.87,0,1086.96
1555,2025-01-08,12,12,1,0,Egypt,Suite,Corporate,255.31,0,3063.72
1556,2026-02-10,5,79,3,1,Portugal,Family,Travel Agency,150.54,0,752.7
1557,2026-04-04,10,115,2,0,Egypt,Superior,Corporate,54.41,1,0.0
1558,2025-12-22,7,176,1,0,UAE,Standard,Direct,67.05,0,469.35
1559,2026-02-21,4,90,2,0,Portugal,Superior,Direct,141.09,0,564.36
1560,2026-01-31,5,144,2,2,France,Family,Corporate,205.7,0,1028.5
1561,2025-03-22,2,162,3,0,France,Suite,Corporate,225.83,1,0.0
1562,2025-08-17,6,52,1,0,Portugal,Standard,OTA,65.0,0,390.0
1563,2026-01-12,6,28,2,2,France,Family,Corporate,158.57,0,951.42
1564,2025-07-31,7,76,2,0,UAE,Suite,Travel Agency,222.56,0,1557.92
1565,2026-06-22,10,143,3,0,Egypt,Deluxe,Travel Agency,134.11,0,1341.1
1566,2026-02-28,11,111,2,0,UAE,Deluxe,Travel Agency,155.21,0,1707.31
1567,2025-08-15,5,65,1,0,Italy,Family,OTA,206.78,0,1033.9
1568,2025-09-06,14,180,2,0,Portugal,Deluxe,OTA,125.5,0,1757.0
1569,2025-10-04,7,67,1,2,France,Superior,OTA,89.56,0,626.92
1570,2025-02-18,10,84,3,1,France,Suite,Corporate,248.03,0,2480.3
1571,2025-08-12,10,171,3,2,Turkey,Standard,OTA,96.81,0,968.1
1572,2025-06-11,2,2,3,1,France,Standard,OTA,45.0,0,90.0
1573,2025-04-28,14,122,1,1,UAE,Deluxe,Travel Agency,113.03,0,1582.42
1574,2025-07-17,5,161,4,1,UAE,Deluxe,Corporate,191.81,0,959.05
1575,2025-05-16,14,32,1,0,Spain,Standard,Travel Agency,45.0,0,630.0
1576,2025-10-12,10,110,2,1,Italy,Superior,OTA,101.23,0,1012.3
1577,2025-02-25,14,7,2,0,Italy,Superior,Direct,75.02,0,1050.28
1578,2025-07-28,12,118,2,1,UAE,Suite,Corporate,201.99,0,2423.88
1579,2025-07-14,6,149,2,1,Spain,Suite,Corporate,200.72,0,1204.32
1580,2025-03-22,10,156,2,0,Turkey,Deluxe,Travel Agency,177.04,1,0.0
1581,2025-07-13,5,178,2,1,Egypt,Superior,Direct,110.94,0,554.7
1582,2025-03-16,4,138,3,0,Spain,Superior,Travel Agency,137.3,0,549.2
1583,2025-07-07,4,104,2,0,Spain,Superior,OTA,106.2,0,424.8
1584,2025-11-14,8,74,2,0,Egypt,Superior,Direct,136.5,0,1092.0
1585,2025-01-20,5,59,4,1,Egypt,Suite,Corporate,235.6,0,1178.0
1586,2025-01-29,1,141,4,0,France,Suite,Travel Agency,167.51,0,167.51
1587,2026-01-26,13,149,1,0,Italy,Family,Corporate,187.64,0,2439.32
1588,2025-10-20,2,119,2,0,Spain,Deluxe,OTA,147.83,0,295.66
1589,2025-11-23,1,39,2,2,UAE,Standard,OTA,74.13,0,74.13
1590,2025-06-15,14,143,3,0,Egypt,Family,Travel Agency,152.66,0,2137.24
1591,2025-07-05,8,86,4,0,Greece,Superior,OTA,126.15,0,1009.2
1592,2026-06-17,3,159,2,0,France,Standard,OTA,52.52,0,157.56
1593,2025-12-05,7,146,1,0,Greece,Standard,OTA,96.1,0,672.7
1594,2025-01-23,4,50,2,1,Portugal,Family,Direct,177.05,0,708.2
1595,2025-05-06,11,109,2,0,Spain,Family,Corporate,191.81,0,2109.91
1596,2025-05-26,13,122,3,2,UAE,Deluxe,OTA,154.17,0,2004.21
1597,2025-02-28,3,71,4,0,Greece,Standard,Direct,109.52,0,328.56
1598,2025-06-27,4,148,3,0,Portugal,Superior,OTA,120.08,0,480.32
1599,2025-01-30,4,69,4,0,Spain,Superior,Travel Agency,112.57,0,450.28
1600,2026-04-15,2,148,4,0,Italy,Family,OTA,117.15,0,234.3
1601,2025-06-17,11,33,2,0,UAE,Standard,Corporate,110.68,0,1217.48
1602,2026-02-28,14,66,4,2,Portugal,Standard,Corporate,45.0,0,630.0
1603,2026-05-23,6,66,2,0,France,Deluxe,Direct,116.98,1,0.0
1604,2026-01-31,6,163,3,0,Portugal,Superior,Corporate,129.29,1,0.0
1605,2025-06-01,6,129,1,0,France,Deluxe,Direct,150.03,0,900.18
1606,2025-12-18,7,100,3,0,Turkey,Suite,OTA,201.39,0,1409.73
1607,2025-09-11,8,63,4,0,Portugal,Suite,Direct,224.97,0,1799.76
1608,2025-07-10,2,33,1,0,Spain,Standard,Corporate,109.15,0,218.3
1609,2026-06-10,1,60,4,0,Egypt,Suite,Direct,243.41,0,243.41
1610,2025-03-17,8,12,2,0,Spain,Superior,OTA,110.63,1,0.0
1611,2025-12-27,2,150,3,2,Turkey,Deluxe,OTA,132.09,0,264.18
1612,2025-11-22,12,28,2,0,France,Superior,OTA,130.24,0,1562.88
1613,2026-05-20,7,65,2,0,Portugal,Superior,OTA,106.92,0,748.44
1614,2025-01-22,6,74,2,0,Italy,Family,OTA,190.06,0,1140.36
1615,2026-01-21,11,82,4,0,Egypt,Superior,OTA,89.69,1,0.0
1616,2025-01-02,12,138,2,0,Turkey,Deluxe,Travel Agency,202.63,0,2431.56
1617,2026-03-30,14,4,2,2,Portugal,Suite,Travel Agency,274.2,0,3838.8
1618,2025-01-13,5,118,1,0,Spain,Deluxe,Corporate,153.15,0,765.75
1619,2026-06-04,11,89,1,2,UAE,Superior,Corporate,118.45,0,1302.95
1620,2026-05-24,5,159,4,0,Egypt,Family,OTA,160.19,0,800.95
1621,2025-06-13,10,81,2,0,Turkey,Superior,Corporate,127.15,0,1271.5
1622,2026-05-25,8,81,2,0,UAE,Suite,OTA,186.16,0,1489.28
1623,2025-01-18,7,20,2,0,Italy,Superior,OTA,151.33,0,1059.31
1624,2025-01-29,11,94,3,0,France,Suite,Travel Agency,255.58,0,2811.38
1625,2025-04-30,2,82,2,0,Spain,Superior,Travel Agency,85.04,1,0.0
1626,2025-11-20,13,170,4,2,Egypt,Superior,Corporate,150.58,0,1957.54
1627,2025-09-08,8,171,4,0,Egypt,Superior,Travel Agency,159.78,0,1278.24
1628,2025-07-04,1,110,2,0,UAE,Deluxe,Direct,159.82,0,159.82
1629,2025-12-14,2,49,2,0,Greece,Suite,Direct,220.07,0,440.14
1630,2025-02-14,5,146,3,0,France,Standard,Direct,81.02,0,405.1
1631,2025-07-01,14,38,1,0,Italy,Deluxe,Travel Agency,163.44,1,0.0
1632,2026-06-08,11,28,4,0,France,Family,Corporate,182.66,0,2009.26
1633,2026-05-27,7,76,1,0,Italy,Suite,Travel Agency,215.04,0,1505.28
1634,2025-09-26,9,137,1,1,Turkey,Deluxe,OTA,162.97,0,1466.73
1635,2025-01-01,1,99,2,2,Portugal,Family,Corporate,203.82,0,203.82
1636,2025-09-08,14,80,3,0,Egypt,Family,Travel Agency,144.56,0,2023.84
1637,2026-02-13,12,79,4,0,Egypt,Superior,OTA,82.15,0,985.8
1638,2025-10-31,11,46,1,2,France,Family,OTA,159.23,1,0.0
1639,2025-07-03,2,49,2,0,Turkey,Standard,Direct,74.65,0,149.3
1640,2025-10-19,3,156,2,2,Greece,Standard,Travel Agency,100.93,0,302.79
1641,2026-05-13,9,145,4,0,Italy,Family,Corporate,203.5,0,1831.5
1642,2025-06-07,14,104,3,2,Turkey,Suite,Direct,219.07,0,3066.98
1643,2025-06-14,9,178,2,0,Spain,Standard,OTA,84.99,1,0.0
1644,2026-03-19,7,104,1,0,Spain,Standard,Direct,107.35,0,751.45
1645,2025-12-23,4,41,3,0,Greece,Suite,Corporate,294.46,0,1177.84
1646,2025-07-13,14,24,1,0,Spain,Deluxe,OTA,154.86,0,2168.04
1647,2025-10-04,4,135,2,2,Spain,Deluxe,OTA,156.24,0,624.96
1648,2026-03-04,14,157,2,2,Spain,Standard,Corporate,89.98,0,1259.72
1649,2026-02-12,9,178,2,0,Portugal,Family,OTA,167.06,0,1503.54
1650,2025-08-21,3,142,2,2,Egypt,Superior,OTA,112.91,0,338.73
1651,2026-05-11,7,21,3,0,Italy,Suite,Corporate,190.86,0,1336.02
1652,2025-07-01,7,116,1,0,Egypt,Suite,Travel Agency,225.32,0,1577.24
1653,2025-04-22,1,19,2,0,France,Superior,OTA,122.56,0,122.56
1654,2025-06-06,2,172,3,2,Greece,Deluxe,OTA,127.73,0,255.46
1655,2026-04-18,12,153,4,0,Portugal,Deluxe,Direct,171.56,1,0.0
1656,2026-02-20,8,126,2,0,Spain,Family,Travel Agency,132.63,0,1061.04
1657,2025-06-21,1,162,3,2,Italy,Deluxe,OTA,170.51,0,170.51
1658,2025-03-18,10,32,2,2,Portugal,Family,Direct,195.43,0,1954.3
1659,2026-04-17,9,177,1,0,Egypt,Suite,OTA,295.05,1,0.0
1660,2025-11-03,6,169,2,0,Spain,Superior,Corporate,101.1,0,606.6
1661,2026-01-21,6,178,2,2,Egypt,Superior,Travel Agency,110.05,0,660.3
1662,2025-04-07,3,82,2,0,Turkey,Suite,OTA,278.32,0,834.96
1663,2025-12-18,6,57,3,0,Egypt,Standard,Corporate,114.43,0,686.58
1664,2025-11-02,3,148,3,0,Portugal,Deluxe,Corporate,175.5,0,526.5
1665,2025-05-27,13,158,2,1,Turkey,Standard,Corporate,88.53,0,1150.89
1666,2026-02-10,8,5,3,0,Portugal,Deluxe,Corporate,187.51,0,1500.08
1667,2025-09-19,9,90,4,2,Turkey,Family,Travel Agency,241.05,0,2169.45
1668,2025-03-19,9,49,3,2,Turkey,Standard,Corporate,94.95,0,854.55
1669,2026-04-19,4,73,2,2,UAE,Superior,Corporate,111.23,0,444.92
1670,2025-04-20,7,74,3,2,Spain,Deluxe,Travel Agency,168.06,0,1176.42
1671,2025-11-20,1,154,2,2,Egypt,Standard,Travel Agency,84.5,0,84.5
1672,2025-06-25,2,8,2,1,France,Family,Direct,168.18,0,336.36
1673,2026-02-11,7,74,3,2,Spain,Standard,OTA,101.68,1,0.0
1674,2025-10-05,9,64,2,2,Italy,Superior,Direct,97.57,0,878.13
1675,2025-07-14,14,170,1,0,Portugal,Deluxe,OTA,164.41,0,2301.74
1676,2026-05-01,5,27,3,0,Egypt,Superior,Direct,72.29,0,361.45
1677,2025-06-02,8,94,1,0,Spain,Superior,Direct,152.68,0,1221.44
1678,2025-12-20,12,99,4,1,Italy,Suite,Travel Agency,220.73,0,2648.76
1679,2025-07-28,1,91,2,0,Italy,Suite,Travel Agency,206.59,1,0.0
1680,2025-07-16,14,112,3,0,Egypt,Family,Direct,208.42,1,0.0
1681,2026-05-30,13,122,4,0,Italy,Suite,Corporate,278.72,0,3623.36
1682,2025-06-15,7,164,1,0,Italy,Superior,Corporate,118.01,0,826.07
1683,2026-01-17,12,31,1,0,Turkey,Deluxe,Travel Agency,147.62,0,1771.44
1684,2025-09-16,3,153,3,0,Egypt,Family,Travel Agency,166.67,0,500.01
1685,2025-12-18,7,143,2,0,France,Deluxe,Direct,156.61,0,1096.27
1686,2026-01-22,3,32,1,0,UAE,Suite,Corporate,238.99,0,716.97
1687,2026-05-05,3,80,2,0,France,Superior,Direct,105.93,0,317.79
1688,2025-01-09,6,60,2,0,Portugal,Standard,Travel Agency,58.22,0,349.32
1689,2026-05-26,5,122,2,0,Turkey,Deluxe,Travel Agency,121.42,1,0.0
