Booking_ID,Booking_Date,Destination,Channel,Booking_Type,Customer_Segment,Supplier,Quantity,Revenue_EUR,Cost_EUR,Status,Profit_EUR,Month,Cancellation_Flag,Year,Month_Name,Month_Number
B0199,2026-02-23,UAE,B2B,Flight,Leisure,Supplier C,1,194.69,139.85,Confirmed,54.84,2026-02,0,2026,Feb,2
B0200,2026-01-31,Turkey,B2C,Package,Family,Supplier A,3,4341.12,3230.98,Confirmed,1110.14,2026-01,0,2026,Jan,1
B0201,2025-05-25,UAE,B2B,Package,Business,Supplier E,1,1042.66,762.4,Completed,280.26,2025-05,0,2025,May,5
B0202,2025-11-14,Thailand,B2B,Transfer,Business,Supplier E,1,72.02,51.45,Confirmed,20.57,2025-11,0,2025,Nov,11
B0203,2026-03-10,Thailand,B2C,Package,Family,Supplier C,1,1344.66,968.38,Confirmed,376.28,2026-03,0,2026,Mar,3
B0204,2025-08-08,UAE,B2C,Transfer,Business,Supplier B,1,93.66,81.91,Completed,11.75,2025-08,0,2025,Aug,8
B0205,2025-03-21,Turkey,B2C,Flight,Family,Supplier E,1,268.32,196.08,Cancelled,72.24,2025-03,1,2025,Mar,3
B0206,2026-01-21,France,B2C,Hotel,Business,Supplier D,1,654.22,567.4,Cancelled,86.82,2026-01,1,2026,Jan,1
B0207,2026-02-25,UAE,B2B,Hotel,Family,Supplier D,1,287.59,241.15,Confirmed,46.44,2026-02,0,2026,Feb,2
B0208,2025-09-02,Turkey,B2C,Transfer,Family,Supplier E,2,218.91,165.99,Confirmed,52.92,2025-09,0,2025,Sep,9
B0209,2026-04-18,Turkey,B2B,Transfer,Business,Supplier B,3,155.12,111.79,Cancelled,43.33,2026-04,1,2026,Apr,4
B0210,2025-05-22,Turkey,B2B,Flight,Family,Supplier E,1,324.31,243.87,Cancelled,80.44,2025-05,1,2025,May,5
B0211,2026-06-13,Italy,B2C,Package,Business,Supplier C,2,2453.74,1952.85,Confirmed,500.89,2026-06,0,2026,Jun,6
B0212,2026-06-10,France,B2C,Transfer,Business,Supplier D,1,62.79,47.76,Confirmed,15.03,2026-06,0,2026,Jun,6
B0213,2025-01-28,Egypt,B2B,Flight,Family,Supplier B,2,820.33,611.83,Completed,208.5,2025-01,0,2025,Jan,1
B0214,2025-03-25,UAE,B2C,Hotel,Family,Supplier A,1,452.77,378.9,Cancelled,73.87,2025-03,1,2025,Mar,3
B0215,2025-05-30,France,B2B,Flight,Couple,Supplier B,2,197.08,150.33,Completed,46.75,2025-05,0,2025,May,5
B0216,2026-04-05,Azerbaijan,B2C,Flight,Leisure,Supplier C,1,248.6,211.19,Completed,37.41,2026-04,0,2026,Apr,4
B0217,2025-06-03,Thailand,B2C,Transfer,Family,Supplier B,1,104.87,91.12,Confirmed,13.75,2025-06,0,2025,Jun,6
B0218,2025-05-05,Spain,B2B,Hotel,Couple,Supplier A,1,448.68,319.45,Completed,129.23,2025-05,0,2025,May,5
B0219,2026-05-27,Azerbaijan,B2C,Flight,Business,Supplier C,2,849.27,615.86,Completed,233.41,2026-05,0,2026,May,5
B0220,2025-01-02,Azerbaijan,B2C,Package,Couple,Supplier B,1,1339.05,985.93,Confirmed,353.12,2025-01,0,2025,Jan,1
B0221,2026-06-21,UAE,B2C,Flight,Couple,Supplier D,1,355.34,291.28,Confirmed,64.06,2026-06,0,2026,Jun,6
B0222,2026-02-01,UAE,B2C,Package,Family,Supplier A,1,1102.66,843.08,Completed,259.58,2026-02,0,2026,Feb,2
B0223,2025-09-04,Italy,B2C,Package,Leisure,Supplier C,3,5011.27,3904.0,Confirmed,1107.27,2025-09,0,2025,Sep,9
B0224,2025-12-13,France,B2B,Transfer,Business,Supplier B,1,84.15,65.91,Confirmed,18.24,2025-12,0,2025,Dec,12
B0225,2026-04-14,Spain,B2C,Package,Leisure,Supplier B,1,1256.45,932.03,Completed,324.42,2026-04,0,2026,Apr,4
B0226,2025-11-20,Turkey,B2B,Transfer,Family,Supplier A,1,139.59,107.36,Confirmed,32.23,2025-11,0,2025,Nov,11
B0227,2025-10-20,UAE,B2B,Flight,Family,Supplier A,1,341.11,245.95,Completed,95.16,2025-10,0,2025,Oct,10
B0228,2026-03-24,Egypt,B2B,Transfer,Family,Supplier B,2,231.01,187.81,Confirmed,43.2,2026-03,0,2026,Mar,3
B0229,2026-05-25,UAE,B2C,Package,Couple,Supplier A,2,2736.95,2221.34,Confirmed,515.61,2026-05,0,2026,May,5
B0230,2025-07-04,Thailand,B2B,Package,Leisure,Supplier A,1,1104.65,950.99,Completed,153.66,2025-07,0,2025,Jul,7
B0231,2025-10-30,Turkey,B2B,Transfer,Business,Supplier D,1,82.78,61.65,Completed,21.13,2025-10,0,2025,Oct,10
B0232,2026-04-03,Spain,B2B,Package,Family,Supplier A,1,952.55,672.53,Cancelled,280.02,2026-04,1,2026,Apr,4
B0233,2026-02-20,UAE,B2C,Hotel,Business,Supplier E,2,1224.84,932.81,Completed,292.03,2026-02,0,2026,Feb,2
B0234,2025-02-05,France,B2C,Flight,Family,Supplier C,2,699.79,503.79,Completed,196.0,2025-02,0,2025,Feb,2
B0235,2025-02-03,Azerbaijan,B2B,Hotel,Family,Supplier C,2,998.39,842.16,Confirmed,156.23,2025-02,0,2025,Feb,2
B0236,2025-03-20,Azerbaijan,B2B,Hotel,Couple,Supplier C,1,392.01,290.58,Completed,101.43,2025-03,0,2025,Mar,3
B0237,2025-09-13,Italy,B2C,Flight,Couple,Supplier E,2,795.83,656.49,Confirmed,139.34,2025-09,0,2025,Sep,9
B0238,2025-05-01,Turkey,B2B,Package,Business,Supplier E,1,1724.47,1285.29,Confirmed,439.18,2025-05,0,2025,May,5
B0239,2026-05-18,Greece,B2C,Flight,Leisure,Supplier D,1,160.63,125.8,Completed,34.83,2026-05,0,2026,May,5
B0240,2026-04-01,Italy,B2B,Package,Leisure,Supplier E,3,5320.85,3871.47,Cancelled,1449.38,2026-04,1,2026,Apr,4
B0241,2025-10-25,Turkey,B2C,Hotel,Family,Supplier E,1,909.8,639.83,Completed,269.97,2025-10,0,2025,Oct,10
B0242,2025-05-05,Greece,B2C,Hotel,Couple,Supplier A,1,559.54,485.56,Cancelled,73.98,2025-05,1,2025,May,5
B0243,2026-01-13,Portugal,B2C,Hotel,Leisure,Supplier C,2,1225.46,1013.83,Confirmed,211.63,2026-01,0,2026,Jan,1
B0244,2026-05-06,Thailand,B2B,Transfer,Leisure,Supplier B,1,100.96,81.14,Cancelled,19.82,2026-05,1,2026,May,5
B0245,2025-03-17,Portugal,B2B,Transfer,Business,Supplier E,3,412.14,357.81,Completed,54.33,2025-03,0,2025,Mar,3
B0246,2025-07-06,France,B2C,Transfer,Leisure,Supplier E,1,81.4,63.59,Confirmed,17.81,2025-07,0,2025,Jul,7
B0247,2025-11-08,France,B2B,Hotel,Business,Supplier C,3,1645.28,1326.8,Confirmed,318.48,2025-11,0,2025,Nov,11
B0248,2025-10-18,Italy,B2C,Package,Family,Supplier B,1,1632.97,1159.18,Confirmed,473.79,2025-10,0,2025,Oct,10
B0249,2025-04-06,Thailand,B2C,Hotel,Business,Supplier E,3,1160.91,924.93,Completed,235.98,2025-04,0,2025,Apr,4
B0250,2025-12-12,Azerbaijan,B2C,Flight,Leisure,Supplier A,3,515.17,392.74,Confirmed,122.43,2025-12,0,2025,Dec,12
B0251,2025-09-29,Greece,B2C,Transfer,Couple,Supplier E,1,86.07,63.73,Confirmed,22.34,2025-09,0,2025,Sep,9
B0252,2025-11-06,Portugal,B2B,Hotel,Family,Supplier D,1,792.36,574.74,Confirmed,217.62,2025-11,0,2025,Nov,11
B0253,2025-03-03,France,B2B,Transfer,Couple,Supplier D,1,35.0,30.26,Confirmed,4.74,2025-03,0,2025,Mar,3
B0254,2025-12-15,Azerbaijan,B2B,Hotel,Family,Supplier C,2,1063.58,855.66,Cancelled,207.92,2025-12,1,2025,Dec,12
B0255,2025-05-14,UAE,B2B,Flight,Business,Supplier D,1,295.91,211.68,Completed,84.23,2025-05,0,2025,May,5
B0256,2025-10-01,Portugal,B2C,Hotel,Leisure,Supplier A,1,372.69,294.57,Cancelled,78.12,2025-10,1,2025,Oct,10
B0257,2026-01-29,Azerbaijan,B2C,Transfer,Business,Supplier C,3,286.11,211.09,Completed,75.02,2026-01,0,2026,Jan,1
B0258,2025-11-17,Greece,B2B,Hotel,Couple,Supplier D,1,536.35,395.25,Confirmed,141.1,2025-11,0,2025,Nov,11
B0259,2026-05-25,Spain,B2B,Flight,Couple,Supplier B,1,317.07,254.19,Confirmed,62.88,2026-05,0,2026,May,5
B0260,2025-12-28,Spain,B2B,Flight,Couple,Supplier E,2,542.62,455.58,Confirmed,87.04,2025-12,0,2025,Dec,12
B0261,2025-10-20,Thailand,B2C,Flight,Couple,Supplier B,1,82.47,63.68,Cancelled,18.79,2025-10,1,2025,Oct,10
B0262,2026-01-10,Egypt,B2C,Package,Couple,Supplier A,3,4896.08,3564.07,Confirmed,1332.01,2026-01,0,2026,Jan,1
B0263,2025-07-19,UAE,B2C,Package,Couple,Supplier E,2,1514.74,1235.91,Confirmed,278.83,2025-07,0,2025,Jul,7
B0264,2025-10-14,Azerbaijan,B2C,Flight,Leisure,Supplier D,1,250.31,176.36,Confirmed,73.95,2025-10,0,2025,Oct,10
B0265,2025-12-14,Thailand,B2C,Package,Business,Supplier E,3,4732.46,3335.8,Confirmed,1396.66,2025-12,0,2025,Dec,12
B0266,2026-02-16,Thailand,B2C,Flight,Leisure,Supplier B,1,433.93,321.8,Completed,112.13,2026-02,0,2026,Feb,2
B0267,2026-05-01,Thailand,B2C,Transfer,Business,Supplier C,3,243.14,198.77,Confirmed,44.37,2026-05,0,2026,May,5
B0268,2025-11-23,France,B2B,Transfer,Family,Supplier E,3,324.05,232.64,Confirmed,91.41,2025-11,0,2025,Nov,11
B0269,2026-06-30,Portugal,B2B,Package,Leisure,Supplier C,1,1498.84,1273.17,Confirmed,225.67,2026-06,0,2026,Jun,6
B0270,2025-04-23,Egypt,B2C,Package,Couple,Supplier C,3,4216.48,3458.59,Confirmed,757.89,2025-04,0,2025,Apr,4
B0271,2025-08-22,Spain,B2C,Transfer,Couple,Supplier B,1,110.78,77.81,Confirmed,32.97,2025-08,0,2025,Aug,8
B0272,2025-02-02,Azerbaijan,B2C,Flight,Leisure,Supplier D,1,292.26,215.52,Confirmed,76.74,2025-02,0,2025,Feb,2
B0273,2026-03-05,France,B2C,Transfer,Couple,Supplier E,3,311.03,241.31,Completed,69.72,2026-03,0,2026,Mar,3
B0274,2026-04-28,Spain,B2C,Hotel,Family,Supplier D,3,1052.49,891.61,Confirmed,160.88,2026-04,0,2026,Apr,4
B0275,2026-01-21,UAE,B2B,Hotel,Family,Supplier E,1,433.5,349.51,Confirmed,83.99,2026-01,0,2026,Jan,1
B0276,2025-09-28,Azerbaijan,B2C,Transfer,Business,Supplier C,3,172.6,140.21,Confirmed,32.39,2025-09,0,2025,Sep,9
B0277,2025-11-02,Greece,B2B,Package,Business,Supplier D,1,521.32,392.56,Completed,128.76,2025-11,0,2025,Nov,11
B0278,2026-05-07,UAE,B2B,Package,Leisure,Supplier E,3,5531.28,4632.17,Confirmed,899.11,2026-05,0,2026,May,5
B0279,2026-01-24,Egypt,B2C,Package,Family,Supplier A,1,1236.83,1064.93,Completed,171.9,2026-01,0,2026,Jan,1
B0280,2025-03-22,UAE,B2B,Transfer,Couple,Supplier B,1,124.35,96.56,Confirmed,27.79,2025-03,0,2025,Mar,3
B0281,2025-10-05,Thailand,B2C,Package,Leisure,Supplier E,3,4073.19,3315.68,Confirmed,757.51,2025-10,0,2025,Oct,10
B0282,2025-09-03,Greece,B2C,Flight,Business,Supplier A,1,166.77,120.92,Completed,45.85,2025-09,0,2025,Sep,9
B0283,2026-02-28,UAE,B2C,Transfer,Business,Supplier A,3,286.47,209.38,Confirmed,77.09,2026-02,0,2026,Feb,2
B0284,2025-06-11,Egypt,B2B,Transfer,Business,Supplier C,1,104.25,73.32,Completed,30.93,2025-06,0,2025,Jun,6
B0285,2025-10-20,Spain,B2C,Flight,Leisure,Supplier B,2,675.1,505.87,Cancelled,169.23,2025-10,1,2025,Oct,10
B0286,2025-06-30,Spain,B2B,Transfer,Business,Supplier C,1,68.98,56.37,Completed,12.61,2025-06,0,2025,Jun,6
B0287,2025-01-10,Turkey,B2B,Flight,Family,Supplier D,3,1028.82,831.38,Cancelled,197.44,2025-01,1,2025,Jan,1
B0288,2026-06-21,Portugal,B2B,Hotel,Family,Supplier B,1,688.58,503.74,Completed,184.84,2026-06,0,2026,Jun,6
B0289,2025-12-05,France,B2B,Transfer,Business,Supplier A,1,46.03,36.52,Confirmed,9.51,2025-12,0,2025,Dec,12
B0290,2025-10-30,Azerbaijan,B2C,Hotel,Couple,Supplier D,3,1039.58,758.82,Completed,280.76,2025-10,0,2025,Oct,10
B0291,2025-12-02,Italy,B2C,Transfer,Business,Supplier B,2,199.94,148.79,Confirmed,51.15,2025-12,0,2025,Dec,12
B0292,2025-11-28,Greece,B2B,Flight,Couple,Supplier B,2,504.64,379.47,Confirmed,125.17,2025-11,0,2025,Nov,11
B0293,2025-10-01,UAE,B2C,Package,Family,Supplier C,1,908.44,728.53,Confirmed,179.91,2025-10,0,2025,Oct,10
B0294,2025-03-05,Italy,B2B,Transfer,Business,Supplier D,3,369.08,302.45,Completed,66.63,2025-03,0,2025,Mar,3
B0295,2025-11-15,Italy,B2B,Package,Business,Supplier B,1,949.57,670.03,Confirmed,279.54,2025-11,0,2025,Nov,11
B0296,2026-05-05,France,B2B,Transfer,Couple,Supplier E,2,227.26,183.42,Confirmed,43.84,2026-05,0,2026,May,5
B0297,2025-08-12,Greece,B2B,Flight,Family,Supplier A,3,1648.15,1252.86,Completed,395.29,2025-08,0,2025,Aug,8
B0298,2025-04-25,Spain,B2C,Hotel,Business,Supplier C,3,1576.43,1133.75,Confirmed,442.68,2025-04,0,2025,Apr,4
B0299,2026-03-29,Italy,B2B,Hotel,Leisure,Supplier E,2,1069.42,881.11,Confirmed,188.31,2026-03,0,2026,Mar,3
B0300,2025-02-26,Portugal,B2B,Hotel,Couple,Supplier E,1,807.75,601.25,Completed,206.5,2025-02,0,2025,Feb,2
B0301,2026-04-19,Turkey,B2B,Flight,Family,Supplier A,1,376.66,282.11,Cancelled,94.55,2026-04,1,2026,Apr,4
B0302,2025-03-16,Spain,B2B,Transfer,Leisure,Supplier E,1,120.87,92.46,Confirmed,28.41,2025-03,0,2025,Mar,3
B0303,2025-03-12,Portugal,B2B,Flight,Couple,Supplier B,1,313.33,229.77,Confirmed,83.56,2025-03,0,2025,Mar,3
B0304,2026-03-07,UAE,B2B,Transfer,Couple,Supplier D,1,111.51,95.58,Completed,15.93,2026-03,0,2026,Mar,3
B0305,2025-05-17,UAE,B2C,Flight,Couple,Supplier E,1,370.16,305.24,Completed,64.92,2025-05,0,2025,May,5
B0306,2025-08-17,Spain,B2B,Flight,Couple,Supplier E,2,833.68,621.04,Confirmed,212.64,2025-08,0,2025,Aug,8
B0307,2026-06-29,Egypt,B2C,Hotel,Couple,Supplier C,1,604.96,443.14,Cancelled,161.82,2026-06,1,2026,Jun,6
B0308,2025-10-10,Greece,B2C,Flight,Couple,Supplier E,1,338.61,292.83,Confirmed,45.78,2025-10,0,2025,Oct,10
B0309,2025-09-04,Greece,B2C,Flight,Leisure,Supplier D,3,669.41,579.97,Completed,89.44,2025-09,0,2025,Sep,9
B0310,2025-02-19,Greece,B2B,Flight,Couple,Supplier B,3,1243.09,1081.45,Confirmed,161.64,2025-02,0,2025,Feb,2
B0311,2025-08-11,Spain,B2B,Hotel,Business,Supplier E,1,544.28,412.26,Completed,132.02,2025-08,0,2025,Aug,8
B0312,2025-11-25,Greece,B2C,Package,Business,Supplier D,1,1260.41,890.68,Cancelled,369.73,2025-11,1,2025,Nov,11
B0313,2025-10-09,Spain,B2B,Hotel,Couple,Supplier A,1,474.3,338.58,Completed,135.72,2025-10,0,2025,Oct,10
B0314,2026-01-26,Thailand,B2B,Package,Couple,Supplier B,1,1141.79,869.1,Completed,272.69,2026-01,0,2026,Jan,1
B0315,2026-01-21,France,B2C,Transfer,Business,Supplier C,1,90.03,71.76,Completed,18.27,2026-01,0,2026,Jan,1
B0316,2026-04-20,Spain,B2B,Transfer,Business,Supplier D,1,83.3,63.09,Cancelled,20.21,2026-04,1,2026,Apr,4
B0317,2025-09-19,Greece,B2C,Package,Couple,Supplier C,1,1343.47,996.76,Confirmed,346.71,2025-09,0,2025,Sep,9
B0318,2025-07-15,Spain,B2B,Package,Leisure,Supplier A,1,1561.37,1337.5,Confirmed,223.87,2025-07,0,2025,Jul,7
B0319,2025-08-11,Portugal,B2B,Hotel,Family,Supplier A,1,552.44,480.09,Completed,72.35,2025-08,0,2025,Aug,8
B0320,2025-07-14,Italy,B2C,Transfer,Business,Supplier D,1,123.34,108.49,Confirmed,14.85,2025-07,0,2025,Jul,7
B0321,2025-11-26,Turkey,B2B,Transfer,Family,Supplier C,1,81.24,63.89,Cancelled,17.35,2025-11,1,2025,Nov,11
B0322,2026-01-04,Thailand,B2B,Transfer,Leisure,Supplier D,1,132.49,113.58,Completed,18.91,2026-01,0,2026,Jan,1
B0323,2025-07-28,UAE,B2B,Package,Leisure,Supplier E,1,1094.07,848.83,Completed,245.24,2025-07,0,2025,Jul,7
B0324,2025-05-30,Spain,B2B,Package,Family,Supplier B,1,1758.68,1306.66,Confirmed,452.02,2025-05,0,2025,May,5
B0325,2025-12-04,Greece,B2C,Transfer,Couple,Supplier E,1,59.24,44.63,Confirmed,14.61,2025-12,0,2025,Dec,12
B0326,2025-09-21,Portugal,B2B,Transfer,Business,Supplier C,1,70.56,49.93,Confirmed,20.63,2025-09,0,2025,Sep,9
B0327,2025-05-24,Thailand,B2C,Transfer,Leisure,Supplier E,1,94.08,72.36,Completed,21.72,2025-05,0,2025,May,5
B0328,2025-03-18,Spain,B2B,Flight,Business,Supplier B,1,340.99,252.09,Completed,88.9,2025-03,0,2025,Mar,3
B0329,2025-06-04,Spain,B2B,Hotel,Family,Supplier A,3,2066.49,1797.95,Confirmed,268.54,2025-06,0,2025,Jun,6
B0330,2026-05-10,Portugal,B2C,Flight,Couple,Supplier A,1,300.83,243.8,Confirmed,57.03,2026-05,0,2026,May,5
B0331,2026-06-27,Turkey,B2C,Package,Couple,Supplier B,1,1308.26,1058.9,Confirmed,249.36,2026-06,0,2026,Jun,6
B0332,2025-04-09,Thailand,B2C,Hotel,Business,Supplier E,3,1843.38,1366.9,Confirmed,476.48,2025-04,0,2025,Apr,4
B0333,2025-09-16,UAE,B2B,Package,Leisure,Supplier C,2,2063.8,1734.26,Confirmed,329.54,2025-09,0,2025,Sep,9
B0334,2026-04-16,Azerbaijan,B2C,Hotel,Family,Supplier A,1,456.01,323.95,Completed,132.06,2026-04,0,2026,Apr,4
B0335,2025-04-06,Egypt,B2B,Transfer,Couple,Supplier A,1,132.79,109.59,Confirmed,23.2,2025-04,0,2025,Apr,4
B0336,2025-06-25,Italy,B2B,Transfer,Family,Supplier E,1,79.82,67.6,Confirmed,12.22,2025-06,0,2025,Jun,6
B0337,2026-06-25,Spain,B2C,Hotel,Couple,Supplier C,1,570.68,460.38,Cancelled,110.3,2026-06,1,2026,Jun,6
B0338,2025-03-18,Turkey,B2C,Flight,Family,Supplier A,1,184.19,131.97,Completed,52.22,2025-03,0,2025,Mar,3
B0339,2025-05-28,Egypt,B2B,Flight,Business,Supplier E,1,265.09,227.97,Completed,37.12,2025-05,0,2025,May,5
B0340,2026-02-03,Thailand,B2B,Package,Business,Supplier A,3,3342.91,2858.8,Completed,484.11,2026-02,0,2026,Feb,2
B0341,2025-12-21,Spain,B2B,Flight,Business,Supplier A,1,379.01,271.24,Confirmed,107.77,2025-12,0,2025,Dec,12
B0342,2026-02-11,UAE,B2B,Flight,Couple,Supplier D,1,500.11,383.63,Confirmed,116.48,2026-02,0,2026,Feb,2
B0343,2025-12-31,Thailand,B2B,Transfer,Business,Supplier E,2,188.24,134.51,Confirmed,53.73,2025-12,0,2025,Dec,12
B0344,2025-03-29,Azerbaijan,B2C,Package,Leisure,Supplier A,1,1878.1,1545.65,Confirmed,332.45,2025-03,0,2025,Mar,3
B0345,2025-06-07,Egypt,B2B,Hotel,Family,Supplier C,1,537.52,422.76,Cancelled,114.76,2025-06,1,2025,Jun,6
B0346,2025-04-04,Spain,B2B,Package,Family,Supplier C,1,1665.94,1413.45,Confirmed,252.49,2025-04,0,2025,Apr,4
B0347,2025-05-16,Italy,B2B,Hotel,Couple,Supplier E,3,1929.31,1443.25,Completed,486.06,2025-05,0,2025,May,5
B0348,2026-06-09,Egypt,B2C,Flight,Leisure,Supplier C,3,1456.39,1228.52,Cancelled,227.87,2026-06,1,2026,Jun,6
B0349,2025-04-06,Azerbaijan,B2B,Package,Leisure,Supplier C,2,3074.34,2538.01,Completed,536.33,2025-04,0,2025,Apr,4
B0350,2026-02-02,Italy,B2C,Hotel,Couple,Supplier B,1,616.7,500.36,Completed,116.34,2026-02,0,2026,Feb,2
B0351,2025-10-03,Turkey,B2B,Package,Business,Supplier A,1,1191.51,905.93,Completed,285.58,2025-10,0,2025,Oct,10
B0352,2026-03-22,Turkey,B2B,Transfer,Couple,Supplier A,1,98.9,72.09,Completed,26.81,2026-03,0,2026,Mar,3
B0353,2025-09-15,Greece,B2C,Transfer,Couple,Supplier A,1,95.76,67.14,Confirmed,28.62,2025-09,0,2025,Sep,9
B0354,2025-11-08,Spain,B2B,Transfer,Couple,Supplier C,2,258.01,209.26,Completed,48.75,2025-11,0,2025,Nov,11
B0355,2025-12-09,Egypt,B2B,Hotel,Family,Supplier E,1,334.39,272.23,Confirmed,62.16,2025-12,0,2025,Dec,12
B0356,2026-05-06,UAE,B2B,Hotel,Family,Supplier C,2,1305.67,1097.25,Confirmed,208.42,2026-05,0,2026,May,5
B0357,2025-09-06,UAE,B2B,Transfer,Couple,Supplier C,1,101.63,88.76,Confirmed,12.87,2025-09,0,2025,Sep,9
B0358,2025-07-24,Azerbaijan,B2C,Hotel,Couple,Supplier B,2,1557.02,1267.21,Completed,289.81,2025-07,0,2025,Jul,7
B0359,2025-10-26,Italy,B2B,Transfer,Business,Supplier C,1,83.12,62.69,Completed,20.43,2025-10,0,2025,Oct,10
B0360,2025-09-16,France,B2B,Transfer,Leisure,Supplier D,3,300.49,213.99,Cancelled,86.5,2025-09,1,2025,Sep,9
B0361,2026-05-06,Azerbaijan,B2B,Transfer,Leisure,Supplier C,3,380.36,269.38,Completed,110.98,2026-05,0,2026,May,5
B0362,2025-03-29,Italy,B2B,Hotel,Business,Supplier E,1,309.69,271.05,Completed,38.64,2025-03,0,2025,Mar,3
B0363,2026-02-14,UAE,B2C,Transfer,Leisure,Supplier A,1,80.13,67.03,Confirmed,13.1,2026-02,0,2026,Feb,2
B0364,2025-08-16,Thailand,B2B,Hotel,Family,Supplier D,2,1194.07,840.6,Confirmed,353.47,2025-08,0,2025,Aug,8
B0365,2026-05-28,France,B2C,Package,Couple,Supplier A,1,1797.93,1479.68,Confirmed,318.25,2026-05,0,2026,May,5
B0366,2026-03-02,Italy,B2C,Flight,Family,Supplier C,1,314.11,235.35,Completed,78.76,2026-03,0,2026,Mar,3
B0367,2026-04-12,Greece,B2B,Transfer,Couple,Supplier A,2,112.97,82.41,Completed,30.56,2026-04,0,2026,Apr,4
B0368,2026-04-09,UAE,B2B,Flight,Leisure,Supplier A,1,122.99,101.45,Confirmed,21.54,2026-04,0,2026,Apr,4
B0369,2025-12-18,Italy,B2C,Hotel,Business,Supplier E,1,576.86,471.76,Confirmed,105.1,2025-12,0,2025,Dec,12
B0370,2025-12-05,Thailand,B2B,Transfer,Business,Supplier D,1,80.0,69.69,Confirmed,10.31,2025-12,0,2025,Dec,12
B0371,2025-07-10,Egypt,B2C,Transfer,Business,Supplier D,3,336.89,261.28,Cancelled,75.61,2025-07,1,2025,Jul,7
B0372,2026-03-16,Egypt,B2C,Flight,Business,Supplier C,1,311.11,240.04,Confirmed,71.07,2026-03,0,2026,Mar,3
B0373,2025-04-15,Thailand,B2B,Hotel,Family,Supplier B,2,1066.21,917.94,Confirmed,148.27,2025-04,0,2025,Apr,4
B0374,2025-04-27,Turkey,B2B,Transfer,Couple,Supplier E,2,202.95,149.85,Confirmed,53.1,2025-04,0,2025,Apr,4
B0375,2025-04-27,UAE,B2B,Package,Business,Supplier C,3,2435.88,2084.1,Confirmed,351.78,2025-04,0,2025,Apr,4
B0376,2025-03-28,France,B2C,Package,Business,Supplier C,1,1755.32,1534.63,Confirmed,220.69,2025-03,0,2025,Mar,3
B0377,2025-07-07,UAE,B2B,Hotel,Couple,Supplier E,1,591.82,496.4,Completed,95.42,2025-07,0,2025,Jul,7
B0378,2026-01-28,Egypt,B2B,Hotel,Business,Supplier E,1,609.06,509.77,Cancelled,99.29,2026-01,1,2026,Jan,1
B0379,2026-05-17,Turkey,B2C,Hotel,Family,Supplier D,3,1709.14,1441.45,Confirmed,267.69,2026-05,0,2026,May,5
B0380,2025-02-24,UAE,B2B,Flight,Business,Supplier B,2,767.05,553.13,Confirmed,213.92,2025-02,0,2025,Feb,2
B0381,2026-06-02,Portugal,B2B,Transfer,Couple,Supplier D,2,154.02,113.37,Confirmed,40.65,2026-06,0,2026,Jun,6
B0382,2025-06-21,Italy,B2C,Flight,Family,Supplier A,1,481.36,342.52,Cancelled,138.84,2025-06,1,2025,Jun,6
B0383,2025-08-19,Thailand,B2C,Package,Couple,Supplier E,2,3088.45,2334.45,Confirmed,754.0,2025-08,0,2025,Aug,8
B0384,2026-06-08,Italy,B2B,Flight,Family,Supplier E,1,261.52,183.61,Confirmed,77.91,2026-06,0,2026,Jun,6
B0385,2026-03-28,Thailand,B2B,Hotel,Leisure,Supplier B,1,471.61,381.06,Confirmed,90.55,2026-03,0,2026,Mar,3
B0386,2025-02-03,Portugal,B2B,Package,Leisure,Supplier D,1,401.64,331.39,Completed,70.25,2025-02,0,2025,Feb,2
B0387,2025-08-31,Greece,B2B,Package,Business,Supplier E,1,911.56,677.81,Completed,233.75,2025-08,0,2025,Aug,8
B0388,2025-07-31,Greece,B2B,Flight,Family,Supplier E,3,947.18,687.32,Confirmed,259.86,2025-07,0,2025,Jul,7
B0389,2025-06-22,UAE,B2B,Package,Family,Supplier E,1,1776.19,1422.26,Confirmed,353.93,2025-06,0,2025,Jun,6
B0390,2025-05-19,Egypt,B2B,Flight,Business,Supplier B,1,398.61,302.45,Confirmed,96.16,2025-05,0,2025,May,5
B0391,2025-05-30,UAE,B2B,Hotel,Couple,Supplier B,3,1507.88,1064.53,Confirmed,443.35,2025-05,0,2025,May,5
B0392,2025-10-03,Egypt,B2B,Transfer,Leisure,Supplier A,2,153.72,118.59,Confirmed,35.13,2025-10,0,2025,Oct,10
B0393,2026-06-12,Turkey,B2B,Package,Couple,Supplier C,3,5637.57,4758.7,Confirmed,878.87,2026-06,0,2026,Jun,6
B0394,2025-01-03,Italy,B2B,Transfer,Leisure,Supplier E,2,224.09,163.62,Confirmed,60.47,2025-01,0,2025,Jan,1
B0395,2025-08-12,Egypt,B2B,Hotel,Family,Supplier C,1,751.58,530.38,Completed,221.2,2025-08,0,2025,Aug,8
B0396,2025-12-12,Thailand,B2B,Hotel,Family,Supplier A,1,679.8,482.22,Confirmed,197.58,2025-12,0,2025,Dec,12
B0397,2025-04-12,Portugal,B2C,Flight,Business,Supplier D,2,765.12,633.93,Completed,131.19,2025-04,0,2025,Apr,4
B0398,2025-01-01,Egypt,B2C,Hotel,Family,Supplier B,1,599.49,456.27,Completed,143.22,2025-01,0,2025,Jan,1
B0399,2025-04-06,UAE,B2C,Package,Family,Supplier B,1,1711.09,1337.08,Cancelled,374.01,2025-04,1,2025,Apr,4
